"REF_DATE","GEO","DGUID","Area, production and farm value of potatoes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1983","Ontario","2016A000235","Seeded area","Acres","28","units","0","v47145","7.1","37300","","","","0"
"1983","Ontario","2016A000235","Average yield","Hundredweight per harvested acres","159","units","0","v47156","7.2","195.2","","","","1"
"1983","Ontario","2016A000235","Production","Hundredweight","156","thousands","3","v47167","7.3","7281","","","","0"
"1983","Ontario","2016A000235","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47211","7.7","6669","","","t","0"
"1983","Ontario","2016A000235","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47178","7.4","7.82","","","t","2"
"1983","Ontario","2016A000235","Total farm value, potatoes","Dollars","81","thousands","3","v47189","7.5","52152","","","t","0"
"1983","Manitoba","2016A000246","Seeded area","Acres","28","units","0","v47146","8.1","41100","","","","0"
"1983","Manitoba","2016A000246","Average yield","Hundredweight per harvested acres","159","units","0","v47157","8.2","144.0","","","","1"
"1983","Manitoba","2016A000246","Production","Hundredweight","156","thousands","3","v47168","8.3","5918","","","","0"
"1983","Manitoba","2016A000246","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47212","8.7","4693","","","t","0"
"1983","Manitoba","2016A000246","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47179","8.4","6.06","","","t","2"
"1983","Manitoba","2016A000246","Total farm value, potatoes","Dollars","81","thousands","3","v47190","8.5","28440","","","t","0"
"1983","Saskatchewan","2016A000247","Seeded area","Acres","28","units","0","v47147","9.1","2900","","","","0"
"1983","Saskatchewan","2016A000247","Average yield","Hundredweight per harvested acres","159","units","0","v47158","9.2","170.0","","","","1"
"1983","Saskatchewan","2016A000247","Production","Hundredweight","156","thousands","3","v47169","9.3","493","","","","0"
"1983","Saskatchewan","2016A000247","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47213","9.7","493","","","t","0"
"1983","Saskatchewan","2016A000247","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47180","9.4","12.00","","","t","2"
"1983","Saskatchewan","2016A000247","Total farm value, potatoes","Dollars","81","thousands","3","v47191","9.5","5916","","","t","0"
"1983","Alberta","2016A000248","Seeded area","Acres","28","units","0","v47148","10.1","18300","","","","0"
"1983","Alberta","2016A000248","Average yield","Hundredweight per harvested acres","159","units","0","v47159","10.2","237.8","","","","1"
"1983","Alberta","2016A000248","Production","Hundredweight","156","thousands","3","v47170","10.3","4352","","","","0"
"1983","Alberta","2016A000248","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47214","10.7","4352","","","t","0"
"1983","Alberta","2016A000248","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47181","10.4","5.75","","","t","2"
"1983","Alberta","2016A000248","Total farm value, potatoes","Dollars","81","thousands","3","v47192","10.5","25024","","","t","0"
"1983","British Columbia","2016A000259","Seeded area","Acres","28","units","0","v47149","11.1","9000","","","","0"
"1983","British Columbia","2016A000259","Average yield","Hundredweight per harvested acres","159","units","0","v47160","11.2","220.0","","","","1"
"1983","British Columbia","2016A000259","Production","Hundredweight","156","thousands","3","v47171","11.3","1980","","","","0"
"1983","British Columbia","2016A000259","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47215","11.7","1980","","","t","0"
"1983","British Columbia","2016A000259","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47182","11.4","7.46","","","t","2"
"1983","British Columbia","2016A000259","Total farm value, potatoes","Dollars","81","thousands","3","v47193","11.5","14771","","","t","0"
"1984","Canada","2016A000011124","Seeded area","Acres","28","units","0","v47140","1.1","288000","","","","0"
"1984","Canada","2016A000011124","Average yield","Hundredweight per harvested acres","159","units","0","v47151","1.2","212.4","","","","1"
"1984","Canada","2016A000011124","Production","Hundredweight","156","thousands","3","v47162","1.3","61162","","","","0"
"1984","Canada","2016A000011124","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47206","1.7","51774","","","t","0"
"1984","Canada","2016A000011124","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47173","1.4","5.71","","","t","2"
"1984","Canada","2016A000011124","Total farm value, potatoes","Dollars","81","thousands","3","v47184","1.5","295653","","","t","0"
"1984","Newfoundland and Labrador","2016A000210","Seeded area","Acres","28","units","0","v47150","2.1","700","","","","0"
"1984","Newfoundland and Labrador","2016A000210","Average yield","Hundredweight per harvested acres","159","units","0","v47161","2.2","140.0","","","","1"
"1984","Newfoundland and Labrador","2016A000210","Production","Hundredweight","156","thousands","3","v47172","2.3","98","","","","0"
"1984","Newfoundland and Labrador","2016A000210","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47216","2.7","88","","","t","0"
"1984","Newfoundland and Labrador","2016A000210","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47183","2.4","11.00","","","t","2"
"1984","Newfoundland and Labrador","2016A000210","Total farm value, potatoes","Dollars","81","thousands","3","v47194","2.5","968","","","t","0"
"1984","Prince Edward Island","2016A000211","Seeded area","Acres","28","units","0","v47141","3.1","72000","","","","0"
"1984","Prince Edward Island","2016A000211","Average yield","Hundredweight per harvested acres","159","units","0","v47152","3.2","264.0","","","","1"
"1984","Prince Edward Island","2016A000211","Production","Hundredweight","156","thousands","3","v47163","3.3","19008","","","","0"
"1984","Prince Edward Island","2016A000211","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47207","3.7","14101","","","t","0"
"1984","Prince Edward Island","2016A000211","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47174","3.4","5.00","","","t","2"
"1984","Prince Edward Island","2016A000211","Total farm value, potatoes","Dollars","81","thousands","3","v47185","3.5","70543","","","t","0"
"1984","Nova Scotia","2016A000212","Seeded area","Acres","28","units","0","v47142","4.1","4100","","","","0"
"1984","Nova Scotia","2016A000212","Average yield","Hundredweight per harvested acres","159","units","0","v47153","4.2","210.0","","","","1"
"1984","Nova Scotia","2016A000212","Production","Hundredweight","156","thousands","3","v47164","4.3","861","","","","0"
"1984","Nova Scotia","2016A000212","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47208","4.7","814","","","t","0"
"1984","Nova Scotia","2016A000212","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47175","4.4","6.28","","","t","2"
"1984","Nova Scotia","2016A000212","Total farm value, potatoes","Dollars","81","thousands","3","v47186","4.5","5111","","","t","0"
"1984","New Brunswick","2016A000213","Seeded area","Acres","28","units","0","v47143","5.1","54000","","","","0"
"1984","New Brunswick","2016A000213","Average yield","Hundredweight per harvested acres","159","units","0","v47154","5.2","222.0","","","","1"
"1984","New Brunswick","2016A000213","Production","Hundredweight","156","thousands","3","v47165","5.3","11988","","","","0"
"1984","New Brunswick","2016A000213","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47209","5.7","9799","","","t","0"
"1984","New Brunswick","2016A000213","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47176","5.4","5.34","","","t","2"
"1984","New Brunswick","2016A000213","Total farm value, potatoes","Dollars","81","thousands","3","v47187","5.5","52293","","","t","0"
"1984","Quebec","2016A000224","Seeded area","Acres","28","units","0","v47144","6.1","43200","","","","0"
"1984","Quebec","2016A000224","Average yield","Hundredweight per harvested acres","159","units","0","v47155","6.2","193.1","","","","1"
"1984","Quebec","2016A000224","Production","Hundredweight","156","thousands","3","v47166","6.3","8342","","","","0"
"1984","Quebec","2016A000224","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47210","6.7","7496","","","t","0"
"1984","Quebec","2016A000224","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47177","6.4","5.37","","","t","2"
"1984","Quebec","2016A000224","Total farm value, potatoes","Dollars","81","thousands","3","v47188","6.5","40257","","","t","0"
"1984","Ontario","2016A000235","Seeded area","Acres","28","units","0","v47145","7.1","38300","","","","0"
"1984","Ontario","2016A000235","Average yield","Hundredweight per harvested acres","159","units","0","v47156","7.2","191.0","","","","1"
"1984","Ontario","2016A000235","Production","Hundredweight","156","thousands","3","v47167","7.3","7315","","","","0"
"1984","Ontario","2016A000235","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47211","7.7","6664","","","t","0"
"1984","Ontario","2016A000235","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47178","7.4","6.76","","","t","2"
"1984","Ontario","2016A000235","Total farm value, potatoes","Dollars","81","thousands","3","v47189","7.5","45049","","","t","0"
"1984","Manitoba","2016A000246","Seeded area","Acres","28","units","0","v47146","8.1","43500","","","","0"
"1984","Manitoba","2016A000246","Average yield","Hundredweight per harvested acres","159","units","0","v47157","8.2","145.0","","","","1"
"1984","Manitoba","2016A000246","Production","Hundredweight","156","thousands","3","v47168","8.3","6308","","","","0"
"1984","Manitoba","2016A000246","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47212","8.7","5570","","","t","0"
"1984","Manitoba","2016A000246","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47179","8.4","6.14","","","t","2"
"1984","Manitoba","2016A000246","Total farm value, potatoes","Dollars","81","thousands","3","v47190","8.5","34200","","","t","0"
"1984","Saskatchewan","2016A000247","Seeded area","Acres","28","units","0","v47147","9.1","3100","","","","0"
"1984","Saskatchewan","2016A000247","Average yield","Hundredweight per harvested acres","159","units","0","v47158","9.2","190.0","","","","1"
"1984","Saskatchewan","2016A000247","Production","Hundredweight","156","thousands","3","v47169","9.3","589","","","","0"
"1984","Saskatchewan","2016A000247","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47213","9.7","589","","","t","0"
"1984","Saskatchewan","2016A000247","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47180","9.4","13.27","","","t","2"
"1984","Saskatchewan","2016A000247","Total farm value, potatoes","Dollars","81","thousands","3","v47191","9.5","7816","","","t","0"
"1984","Alberta","2016A000248","Seeded area","Acres","28","units","0","v47148","10.1","20200","","","","0"
"1984","Alberta","2016A000248","Average yield","Hundredweight per harvested acres","159","units","0","v47159","10.2","228.0","","","","1"
"1984","Alberta","2016A000248","Production","Hundredweight","156","thousands","3","v47170","10.3","4606","","","","0"
"1984","Alberta","2016A000248","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47214","10.7","4606","","","t","0"
"1984","Alberta","2016A000248","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47181","10.4","5.50","","","t","2"
"1984","Alberta","2016A000248","Total farm value, potatoes","Dollars","81","thousands","3","v47192","10.5","25333","","","t","0"
"1984","British Columbia","2016A000259","Seeded area","Acres","28","units","0","v47149","11.1","8900","","","","0"
"1984","British Columbia","2016A000259","Average yield","Hundredweight per harvested acres","159","units","0","v47160","11.2","230.0","","","","1"
"1984","British Columbia","2016A000259","Production","Hundredweight","156","thousands","3","v47171","11.3","2047","","","","0"
"1984","British Columbia","2016A000259","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47215","11.7","2047","","","t","0"
"1984","British Columbia","2016A000259","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47182","11.4","6.88","","","t","2"
"1984","British Columbia","2016A000259","Total farm value, potatoes","Dollars","81","thousands","3","v47193","11.5","14083","","","t","0"
"1985","Canada","2016A000011124","Seeded area","Acres","28","units","0","v47140","1.1","293700","","","","0"
"1985","Canada","2016A000011124","Harvested area","Acres","28","units","0","v47195","1.6","281600","","","","0"
"1985","Canada","2016A000011124","Average yield","Hundredweight per harvested acres","159","units","0","v47151","1.2","234.4","","","","1"
"1985","Canada","2016A000011124","Production","Hundredweight","156","thousands","3","v47162","1.3","66002","","","","0"
"1985","Canada","2016A000011124","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47206","1.7","55813","","","t","0"
"1985","Canada","2016A000011124","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47173","1.4","4.14","","","t","2"
"1985","Canada","2016A000011124","Total farm value, potatoes","Dollars","81","thousands","3","v47184","1.5","231194","","","t","0"
"1985","Newfoundland and Labrador","2016A000210","Seeded area","Acres","28","units","0","v47150","2.1","600","","","","0"
"1985","Newfoundland and Labrador","2016A000210","Harvested area","Acres","28","units","0","v47205","2.6","600","","","","0"
"1985","Newfoundland and Labrador","2016A000210","Average yield","Hundredweight per harvested acres","159","units","0","v47161","2.2","150.0","","","","1"
"1985","Newfoundland and Labrador","2016A000210","Production","Hundredweight","156","thousands","3","v47172","2.3","90","","","","0"
"1985","Newfoundland and Labrador","2016A000210","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47216","2.7","81","","","t","0"
"1985","Newfoundland and Labrador","2016A000210","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47183","2.4","11.90","","","t","2"
"1985","Newfoundland and Labrador","2016A000210","Total farm value, potatoes","Dollars","81","thousands","3","v47194","2.5","964","","","t","0"
"1985","Prince Edward Island","2016A000211","Seeded area","Acres","28","units","0","v47141","3.1","71000","","","","0"
"1985","Prince Edward Island","2016A000211","Harvested area","Acres","28","units","0","v47196","3.6","68400","","","","0"
"1985","Prince Edward Island","2016A000211","Average yield","Hundredweight per harvested acres","159","units","0","v47152","3.2","256.0","","","","1"
"1985","Prince Edward Island","2016A000211","Production","Hundredweight","156","thousands","3","v47163","3.3","17510","","","","0"
"1985","Prince Edward Island","2016A000211","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47207","3.7","13698","","","t","0"
"1985","Prince Edward Island","2016A000211","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47174","3.4","3.11","","","t","2"
"1985","Prince Edward Island","2016A000211","Total farm value, potatoes","Dollars","81","thousands","3","v47185","3.5","42641","","","t","0"
"1985","Nova Scotia","2016A000212","Seeded area","Acres","28","units","0","v47142","4.1","4200","","","","0"
"1985","Nova Scotia","2016A000212","Harvested area","Acres","28","units","0","v47197","4.6","4200","","","","0"
"1985","Nova Scotia","2016A000212","Average yield","Hundredweight per harvested acres","159","units","0","v47153","4.2","190.0","","","","1"
"1985","Nova Scotia","2016A000212","Production","Hundredweight","156","thousands","3","v47164","4.3","798","","","","0"
"1985","Nova Scotia","2016A000212","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47208","4.7","698","","","t","0"
"1985","Nova Scotia","2016A000212","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47175","4.4","6.10","","","t","2"
"1985","Nova Scotia","2016A000212","Total farm value, potatoes","Dollars","81","thousands","3","v47186","4.5","4260","","","t","0"
"1985","New Brunswick","2016A000213","Seeded area","Acres","28","units","0","v47143","5.1","55500","","","","0"
"1985","New Brunswick","2016A000213","Harvested area","Acres","28","units","0","v47198","5.6","55000","","","","0"
"1985","New Brunswick","2016A000213","Average yield","Hundredweight per harvested acres","159","units","0","v47154","5.2","281.0","","","","1"
"1985","New Brunswick","2016A000213","Production","Hundredweight","156","thousands","3","v47165","5.3","15455","","","","0"
"1985","New Brunswick","2016A000213","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47209","5.7","12800","","","t","0"
"1985","New Brunswick","2016A000213","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47176","5.4","3.04","","","t","2"
"1985","New Brunswick","2016A000213","Total farm value, potatoes","Dollars","81","thousands","3","v47187","5.5","38872","","","t","0"
"1985","Quebec","2016A000224","Seeded area","Acres","28","units","0","v47144","6.1","42700","","","","0"
"1985","Quebec","2016A000224","Harvested area","Acres","28","units","0","v47199","6.6","42700","","","","0"
"1985","Quebec","2016A000224","Average yield","Hundredweight per harvested acres","159","units","0","v47155","6.2","211.6","","","","1"
"1985","Quebec","2016A000224","Production","Hundredweight","156","thousands","3","v47166","6.3","9037","","","","0"
"1985","Quebec","2016A000224","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47210","6.7","7690","","","t","0"
"1985","Quebec","2016A000224","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47177","6.4","4.14","","","t","2"
"1985","Quebec","2016A000224","Total farm value, potatoes","Dollars","81","thousands","3","v47188","6.5","31817","","","t","0"
"1985","Ontario","2016A000235","Seeded area","Acres","28","units","0","v47145","7.1","36100","","","","0"
"1985","Ontario","2016A000235","Harvested area","Acres","28","units","0","v47200","7.6","36100","","","","0"
"1985","Ontario","2016A000235","Average yield","Hundredweight per harvested acres","159","units","0","v47156","7.2","204.3","","","","1"
"1985","Ontario","2016A000235","Production","Hundredweight","156","thousands","3","v47167","7.3","7375","","","","0"
"1985","Ontario","2016A000235","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47211","7.7","6999","","","t","0"
"1985","Ontario","2016A000235","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47178","7.4","5.26","","","t","2"
"1985","Ontario","2016A000235","Total farm value, potatoes","Dollars","81","thousands","3","v47189","7.5","36815","","","t","0"
"1985","Manitoba","2016A000246","Seeded area","Acres","28","units","0","v47146","8.1","47600","","","","0"
"1985","Manitoba","2016A000246","Harvested area","Acres","28","units","0","v47201","8.6","42600","","","","0"
"1985","Manitoba","2016A000246","Average yield","Hundredweight per harvested acres","159","units","0","v47157","8.2","190.0","","","","1"
"1985","Manitoba","2016A000246","Production","Hundredweight","156","thousands","3","v47168","8.3","8094","","","","0"
"1985","Manitoba","2016A000246","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47212","8.7","6629","","","t","0"
"1985","Manitoba","2016A000246","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47179","8.4","5.71","","","t","2"
"1985","Manitoba","2016A000246","Total farm value, potatoes","Dollars","81","thousands","3","v47190","8.5","37852","","","t","0"
"1985","Saskatchewan","2016A000247","Seeded area","Acres","28","units","0","v47147","9.1","3800","","","","0"
"1985","Saskatchewan","2016A000247","Harvested area","Acres","28","units","0","v47202","9.6","3700","","","","0"
"1985","Saskatchewan","2016A000247","Average yield","Hundredweight per harvested acres","159","units","0","v47158","9.2","230.0","","","","1"
"1985","Saskatchewan","2016A000247","Production","Hundredweight","156","thousands","3","v47169","9.3","851","","","","0"
"1985","Saskatchewan","2016A000247","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47213","9.7","426","","","t","0"
"1985","Saskatchewan","2016A000247","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47180","9.4","9.59","","","t","2"
"1985","Saskatchewan","2016A000247","Total farm value, potatoes","Dollars","81","thousands","3","v47191","9.5","4085","","","t","0"
"1985","Alberta","2016A000248","Seeded area","Acres","28","units","0","v47148","10.1","23300","","","","0"
"1985","Alberta","2016A000248","Harvested area","Acres","28","units","0","v47203","10.6","19500","","","","0"
"1985","Alberta","2016A000248","Average yield","Hundredweight per harvested acres","159","units","0","v47159","10.2","240.0","","","","1"
"1985","Alberta","2016A000248","Production","Hundredweight","156","thousands","3","v47170","10.3","4680","","","","0"
"1985","Alberta","2016A000248","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47214","10.7","4680","","","t","0"
"1985","Alberta","2016A000248","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47181","10.4","4.75","","","t","2"
"1985","Alberta","2016A000248","Total farm value, potatoes","Dollars","81","thousands","3","v47192","10.5","22230","","","t","0"
"1985","British Columbia","2016A000259","Seeded area","Acres","28","units","0","v47149","11.1","8900","","","","0"
"1985","British Columbia","2016A000259","Harvested area","Acres","28","units","0","v47204","11.6","8800","","","","0"
"1985","British Columbia","2016A000259","Average yield","Hundredweight per harvested acres","159","units","0","v47160","11.2","240.0","","","","1"
"1985","British Columbia","2016A000259","Production","Hundredweight","156","thousands","3","v47171","11.3","2112","","","","0"
"1985","British Columbia","2016A000259","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47215","11.7","2112","","","t","0"
"1985","British Columbia","2016A000259","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47182","11.4","5.52","","","t","2"
"1985","British Columbia","2016A000259","Total farm value, potatoes","Dollars","81","thousands","3","v47193","11.5","11658","","","t","0"
"1986","Canada","2016A000011124","Seeded area","Acres","28","units","0","v47140","1.1","275589","","","","0"
"1986","Canada","2016A000011124","Harvested area","Acres","28","units","0","v47195","1.6","269978","","","","0"
"1986","Canada","2016A000011124","Average yield","Hundredweight per harvested acres","159","units","0","v47151","1.2","225.5","","","","1"
"1986","Canada","2016A000011124","Production","Hundredweight","156","thousands","3","v47162","1.3","60876","","","","0"
"1986","Canada","2016A000011124","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47206","1.7","52931","","","t","0"
"1986","Canada","2016A000011124","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47173","1.4","7.23","","","t","2"
"1986","Canada","2016A000011124","Total farm value, potatoes","Dollars","81","thousands","3","v47184","1.5","382904","","","t","0"
"1986","Newfoundland and Labrador","2016A000210","Seeded area","Acres","28","units","0","v47150","2.1","586","","","","0"
"1986","Newfoundland and Labrador","2016A000210","Harvested area","Acres","28","units","0","v47205","2.6","586","","","","0"
"1986","Newfoundland and Labrador","2016A000210","Average yield","Hundredweight per harvested acres","159","units","0","v47161","2.2","145.1","","","","1"
"1986","Newfoundland and Labrador","2016A000210","Production","Hundredweight","156","thousands","3","v47172","2.3","85","","","","0"
"1986","Newfoundland and Labrador","2016A000210","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47216","2.7","78","","","t","0"
"1986","Newfoundland and Labrador","2016A000210","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47183","2.4","15.19","","","t","2"
"1986","Newfoundland and Labrador","2016A000210","Total farm value, potatoes","Dollars","81","thousands","3","v47194","2.5","1185","","","t","0"
"1986","Prince Edward Island","2016A000211","Seeded area","Acres","28","units","0","v47141","3.1","64219","","","","0"
"1986","Prince Edward Island","2016A000211","Harvested area","Acres","28","units","0","v47196","3.6","64219","","","","0"
"1986","Prince Edward Island","2016A000211","Average yield","Hundredweight per harvested acres","159","units","0","v47152","3.2","275.0","","","","1"
"1986","Prince Edward Island","2016A000211","Production","Hundredweight","156","thousands","3","v47163","3.3","17660","","","","0"
"1986","Prince Edward Island","2016A000211","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47207","3.7","15016","","","t","0"
"1986","Prince Edward Island","2016A000211","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47174","3.4","6.91","","","t","2"
"1986","Prince Edward Island","2016A000211","Total farm value, potatoes","Dollars","81","thousands","3","v47185","3.5","103728","","","t","0"
"1986","Nova Scotia","2016A000212","Seeded area","Acres","28","units","0","v47142","4.1","4033","","","","0"
"1986","Nova Scotia","2016A000212","Harvested area","Acres","28","units","0","v47197","4.6","3800","","","","0"
"1986","Nova Scotia","2016A000212","Average yield","Hundredweight per harvested acres","159","units","0","v47153","4.2","210.0","","","","1"
"1986","Nova Scotia","2016A000212","Production","Hundredweight","156","thousands","3","v47164","4.3","798","","","","0"
"1986","Nova Scotia","2016A000212","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47208","4.7","768","","","t","0"
"1986","Nova Scotia","2016A000212","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47175","4.4","6.66","","","t","2"
"1986","Nova Scotia","2016A000212","Total farm value, potatoes","Dollars","81","thousands","3","v47186","4.5","5113","","","t","0"
"1986","New Brunswick","2016A000213","Seeded area","Acres","28","units","0","v47143","5.1","48466","","","","0"
"1986","New Brunswick","2016A000213","Harvested area","Acres","28","units","0","v47198","5.6","48300","","","","0"
"1986","New Brunswick","2016A000213","Average yield","Hundredweight per harvested acres","159","units","0","v47154","5.2","236.0","","","","1"
"1986","New Brunswick","2016A000213","Production","Hundredweight","156","thousands","3","v47165","5.3","11399","","","","0"
"1986","New Brunswick","2016A000213","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47209","5.7","9660","","","t","0"
"1986","New Brunswick","2016A000213","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47176","5.4","6.54","","","t","2"
"1986","New Brunswick","2016A000213","Total farm value, potatoes","Dollars","81","thousands","3","v47187","5.5","63208","","","t","0"
"1986","Quebec","2016A000224","Seeded area","Acres","28","units","0","v47144","6.1","42673","","","","0"
"1986","Quebec","2016A000224","Harvested area","Acres","28","units","0","v47199","6.6","42673","","","","0"
"1986","Quebec","2016A000224","Average yield","Hundredweight per harvested acres","159","units","0","v47155","6.2","190.4","","","","1"
"1986","Quebec","2016A000224","Production","Hundredweight","156","thousands","3","v47166","6.3","8124","","","","0"
"1986","Quebec","2016A000224","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47210","6.7","7385","","","t","0"
"1986","Quebec","2016A000224","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47177","6.4","7.39","","","t","2"
"1986","Quebec","2016A000224","Total farm value, potatoes","Dollars","81","thousands","3","v47188","6.5","54606","","","t","0"
"1986","Ontario","2016A000235","Seeded area","Acres","28","units","0","v47145","7.1","34940","","","","0"
"1986","Ontario","2016A000235","Harvested area","Acres","28","units","0","v47200","7.6","32100","","","","0"
"1986","Ontario","2016A000235","Average yield","Hundredweight per harvested acres","159","units","0","v47156","7.2","204.1","","","","1"
"1986","Ontario","2016A000235","Production","Hundredweight","156","thousands","3","v47167","7.3","6553","","","","0"
"1986","Ontario","2016A000235","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47211","7.7","5970","","","t","0"
"1986","Ontario","2016A000235","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47178","7.4","7.62","","","t","2"
"1986","Ontario","2016A000235","Total farm value, potatoes","Dollars","81","thousands","3","v47189","7.5","45509","","","t","0"
"1986","Manitoba","2016A000246","Seeded area","Acres","28","units","0","v47146","8.1","46417","","","","0"
"1986","Manitoba","2016A000246","Harvested area","Acres","28","units","0","v47201","8.6","44700","","","","0"
"1986","Manitoba","2016A000246","Average yield","Hundredweight per harvested acres","159","units","0","v47157","8.2","172.4","","","","1"
"1986","Manitoba","2016A000246","Production","Hundredweight","156","thousands","3","v47168","8.3","7706","","","","0"
"1986","Manitoba","2016A000246","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47212","8.7","6704","","","t","0"
"1986","Manitoba","2016A000246","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47179","8.4","6.51","","","t","2"
"1986","Manitoba","2016A000246","Total farm value, potatoes","Dollars","81","thousands","3","v47190","8.5","43667","","","t","0"
"1986","Saskatchewan","2016A000247","Seeded area","Acres","28","units","0","v47147","9.1","3943","","","","0"
"1986","Saskatchewan","2016A000247","Harvested area","Acres","28","units","0","v47202","9.6","3900","","","","0"
"1986","Saskatchewan","2016A000247","Average yield","Hundredweight per harvested acres","159","units","0","v47158","9.2","190.0","","","","1"
"1986","Saskatchewan","2016A000247","Production","Hundredweight","156","thousands","3","v47169","9.3","741","","","","0"
"1986","Saskatchewan","2016A000247","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47213","9.7","635","","","t","0"
"1986","Saskatchewan","2016A000247","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47180","9.4","14.21","","","t","2"
